Main Category,Capric acid,Lauric acid,Myristic acid,Palmitic acid,Palmitoleic acid,Stearic acid,Oleic acid,Linoleic Acid,Linolenic Acid,Stearidonic acid,Eicosenoic acid,Arachidonic acid,Eicosapentaenoic acid,Erucic acid,Docosapentaenoic acid,Docosahexaenoic acid,Butyric acid,Caproic acid,Caprylic acid,Alcohol,Caffeine,Calcium,Carbohydrate,"Carotene, alpha","Carotene, beta",Cholesterol,Choline,Copper,"Cryptoxanthin, beta",Energy,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fatty acids, total saturated",Dietary Fiber,"Folate, DFE","Folate, food",Folate,Folic acid,Iron,Lutein + zeaxanthin,Lycopene,Magnesium,Niacin,Phosphorus,Potassium,Protein,Retinol,Riboflavin,Selenium,Sodium,"Sugars, total",Theobromine,Thiamin,Total Fat,Vitamin A,Vitamin B12,"Vitamin B-12, added",Vitamin B6,Vitamin C,Vitamin D,Vitamin E,"Vitamin E, added",Vitamin K,Water,Zinc,Creatine
Cranberry-apple juice drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.7,0.0,6.0,0.0,0.4,0.007,0.0,19.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.06,19.0,0.0,3.0,0.028,1.0,45.0,0.1,0.0,0.007,0.1,5.0,4.6,0.0,0.003,0.0,0.0,0.0,0.0,0.019,32.0,0.0,0.27,0.0,1.1,95.2,0.02,0.0
Cream,0.446,0.468,1.832,5.056,0.417,2.004,4.447,0.561,0.136,0.0,0.018,0.016,0.003,0.001,0.006,0.0,0.454,0.289,0.195,0.0,0.0,91.875,5.454,0.0,35.625,62.125,17.412,0.012,0.125,199.375,5.113,0.74,11.482,0.0,4.625,4.625,4.625,0.0,0.053,0.5,0.0,10.0,0.082,89.625,133.375,2.785,171.125,0.164,2.675,52.75,3.781,0.0,0.031,18.931,174.25,0.251,0.0,0.04,0.675,0.488,0.446,0.0,1.638,72.2,0.401,0.0
Cream puff,0.002,0.0,0.051,3.748,0.033,3.01,6.018,3.861,0.266,0.0,0.016,0.028,0.0,0.0,0.001,0.009,0.002,0.0,0.001,0.0,0.0,35.0,37.43,0.0,1.0,66.0,44.2,0.06,1.0,334.0,6.07,4.173,7.055,0.9,100.0,16.0,66.0,49.0,0.95,86.0,0.0,10.0,1.908,71.0,68.0,4.41,22.0,0.241,15.5,265.0,22.05,0.0,0.263,18.52,23.0,0.17,0.0,0.041,0.0,0.3,0.95,0.0,6.7,38.64,0.45,0.0
Cream puff shell,0.001,0.001,0.068,3.601,0.137,1.904,10.973,6.987,0.309,0.0,0.013,0.065,0.002,0.001,0.0,0.017,0.0,0.0,0.001,0.0,0.0,36.0,22.8,0.0,159.0,171.0,114.4,0.051,4.0,360.0,11.128,7.38,5.599,0.8,75.0,22.0,53.0,31.0,2.02,237.0,0.0,12.0,1.567,119.0,97.0,9.0,274.0,0.36,24.0,483.0,0.25,0.0,0.206,25.9,288.0,0.39,0.0,0.075,0.0,1.4,2.85,0.0,24.5,40.5,0.73,0.0
Cream substitute,0.299,2.391,0.961,1.655,0.005,2.293,5.908,1.189,0.068,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.001,0.016,0.338,0.0,1.0,4.0,43.943,0.0,3.5,0.0,0.933,0.051,0.0,316.667,5.916,1.258,7.977,0.383,0.5,0.5,0.5,0.0,0.35,0.333,0.0,6.167,0.029,103.167,354.167,1.258,0.0,0.008,0.8,111.667,32.117,32.0,0.001,16.177,0.333,0.0,0.0,0.001,0.0,0.0,0.767,0.0,3.567,37.372,0.107,0.0
Creamy dressing,0.005,0.006,0.03,0.894,0.021,0.336,1.908,4.155,0.556,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.007,0.005,0.002,0.0,0.0,21.0,13.5,8.5,32.0,0.0,16.0,0.0,0.5,133.5,1.957,4.719,1.304,0.0,6.0,6.0,6.0,0.0,0.19,41.0,2.5,3.5,0.03,42.0,84.5,1.45,3.0,0.035,1.6,865.0,5.5,0.0,0.01,8.35,6.0,0.035,0.0,0.025,0.2,0.0,1.56,0.0,2.9,74.35,0.11,0.0
Cress,0.0,0.0,0.0,0.015,0.0,0.007,0.081,0.141,0.07,0.0,0.056,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,4.65,0.0,3470.0,0.0,16.65,0.142,0.0,27.5,0.222,0.212,0.022,0.9,58.5,58.5,58.5,0.0,1.05,10451.0,0.0,32.0,0.9,62.0,479.5,2.25,0.0,0.21,0.9,11.0,3.755,0.0,0.07,0.65,289.0,0.0,0.0,0.202,46.0,0.0,0.6,0.0,462.65,90.95,0.19,0.0
Croissants,0.42,0.47,1.699,4.892,0.396,2.228,5.37,1.432,0.298,0.0,0.001,0.006,0.002,0.0,0.0,0.002,0.546,0.322,0.188,0.0,0.0,45.0,46.4,0.0,63.5,62.0,38.8,0.09,0.5,410.0,6.017,1.739,11.144,2.6,116.5,30.5,81.0,50.5,2.09,58.5,0.0,20.0,2.174,117.5,125.0,8.7,199.5,0.283,24.75,414.0,11.305,0.0,0.456,20.95,205.0,0.24,0.0,0.066,0.2,0.0,1.14,0.0,6.35,22.1,0.845,0.0
Croutons,0.045,0.061,0.282,2.634,0.047,2.023,9.451,2.227,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.034,0.018,0.0,0.0,96.0,63.5,0.0,6.0,7.0,14.6,0.168,0.0,465.0,9.498,2.368,5.247,5.0,151.0,40.0,105.0,65.0,2.82,45.0,0.0,42.0,4.646,140.0,181.0,10.8,7.0,0.421,28.8,1089.0,4.41,0.0,0.506,18.3,7.0,0.14,0.0,0.083,0.0,0.0,0.4,0.0,7.6,3.6,0.94,0.0
Crustaceans,0.0,0.004,0.01,0.126,0.027,0.068,0.13,0.057,0.02,0.002,0.011,0.038,0.114,0.008,0.011,0.086,0.0,0.0,0.0,0.0,0.0,75.2,1.743,0.0,0.0,132.3,78.5,0.637,0.0,87.6,0.207,0.352,0.232,0.05,25.6,25.6,25.6,0.0,0.627,0.0,0.0,34.8,1.904,236.7,199.9,16.845,17.9,0.047,43.97,364.8,0.625,0.0,0.03,0.977,17.9,1.757,0.0,0.126,1.28,0.02,1.469,0.0,0.19,78.513,2.315,0.0
Cucumber,0.0,0.0,0.004,0.019,0.0,0.004,0.004,0.015,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.895,9.5,38.0,0.0,5.85,0.056,22.0,13.5,0.004,0.018,0.025,0.6,10.5,10.5,10.5,0.0,0.25,19.5,0.0,12.5,0.068,22.5,141.5,0.62,0.0,0.029,0.2,2.0,1.525,0.0,0.029,0.135,4.5,0.0,0.0,0.046,3.0,0.0,0.03,0.0,11.8,95.98,0.185,0.0
Currants,0.0,0.0,0.0,0.014,0.002,0.006,0.036,0.116,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,43.94,0.5,34.0,0.0,9.1,0.288,0.5,169.5,0.038,0.134,0.022,5.55,9.0,9.0,9.0,0.0,2.13,23.5,0.0,27.0,0.858,84.5,583.5,2.74,0.0,0.096,0.65,4.5,37.325,0.0,0.1,0.235,3.0,0.0,0.0,0.183,22.85,0.0,0.105,0.0,7.15,51.58,0.445,0.0
Dandelion greens,0.0,0.0,0.008,0.134,0.0,0.007,0.013,0.242,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.5,7.8,303.5,4897.0,0.0,30.15,0.143,101.5,39.0,0.013,0.284,0.158,3.2,20.0,20.0,20.0,0.0,2.45,11384.0,0.0,30.0,0.66,54.0,314.5,2.35,0.0,0.218,0.4,60.0,0.605,0.0,0.16,0.65,425.0,0.0,0.0,0.206,26.5,0.0,2.94,0.0,664.9,87.7,0.345,0.0
Danish pastry,0.025,0.028,0.19,3.011,0.05,2.448,11.221,2.455,0.132,0.002,0.004,0.018,0.007,0.0,0.0,0.005,0.032,0.009,0.011,0.0,0.0,50.667,43.2,0.0,3.667,52.667,21.233,0.085,0.667,382.667,11.285,2.624,5.778,1.4,81.667,24.667,58.333,33.667,1.843,46.333,0.0,16.333,2.286,101.333,102.0,6.8,18.333,0.248,16.9,425.333,18.087,0.0,0.251,20.933,18.667,0.13,0.0,0.04,1.367,0.0,0.36,0.0,7.2,27.6,0.653,0.0
Dates,0.001,0.001,0.001,0.017,0.001,0.011,0.035,0.016,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,39.0,75.03,0.0,6.0,0.0,6.3,0.206,0.0,282.0,0.036,0.019,0.032,8.0,19.0,19.0,19.0,0.0,1.02,75.0,0.0,43.0,1.274,62.0,656.0,2.45,0.0,0.066,3.0,2.0,63.35,0.0,0.052,0.39,0.0,0.0,0.0,0.165,0.4,0.0,0.05,0.0,2.7,20.53,0.29,0.0
Dessert topping,0.905,8.836,3.756,3.092,0.241,4.58,1.375,0.305,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.638,0.0,0.0,6.0,23.05,0.0,86.0,0.0,0.0,0.03,0.0,318.0,1.616,0.523,21.783,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,2.0,0.0,8.0,18.0,1.25,0.0,0.0,2.1,25.0,23.05,0.0,0.0,25.31,7.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,6.3,50.21,0.03,0.0
Dip,0.037,0.038,0.121,0.874,0.029,0.31,1.737,2.538,0.255,0.0,0.03,0.002,0.0,0.001,0.0,0.0,0.026,0.019,0.014,0.0,0.0,62.0,13.515,0.0,56.0,4.5,12.1,0.1,15.0,131.0,1.81,2.8,1.51,2.8,13.5,13.5,13.5,0.0,0.87,33.5,150.0,24.0,0.283,152.5,236.5,4.29,11.0,0.082,5.45,619.5,1.47,0.0,0.051,6.605,16.5,0.125,0.0,0.079,0.5,0.0,1.385,0.0,9.65,73.335,0.55,0.0
Doughnuts,0.047,0.564,0.312,4.429,0.065,2.232,9.68,2.631,0.163,0.001,0.015,0.01,0.001,0.0,0.0,0.004,0.0,0.004,0.058,0.0,0.429,64.857,47.46,0.857,2.714,25.286,30.271,0.135,1.0,405.286,9.777,2.812,7.729,1.543,104.714,20.0,70.0,50.0,2.456,35.143,0.0,21.429,2.013,147.571,111.429,5.183,7.286,0.172,8.886,349.0,24.319,10.571,0.249,22.04,7.857,0.111,0.0,0.047,0.371,0.014,0.933,0.0,8.957,23.94,0.639,0.0
Dove,0.0,0.005,0.087,2.51,0.677,1.015,4.632,2.324,0.096,0.0,0.1,0.113,0.005,0.0,0.044,0.015,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,116.0,63.6,0.763,0.0,213.0,5.462,2.733,3.739,0.0,6.0,6.0,6.0,0.0,5.91,0.0,0.0,26.0,7.6,332.0,256.0,23.9,28.0,0.35,20.1,57.0,0.0,0.0,0.28,13.0,28.0,0.41,0.0,0.57,2.9,0.2,0.06,0.0,4.0,62.0,3.83,0.0
Dressing,0.011,0.013,0.045,0.157,0.009,0.068,0.336,0.174,0.1,0.0,0.103,0.001,0.0,0.239,0.0,0.0,0.017,0.01,0.005,0.0,0.0,24.0,38.43,0.0,2.0,1.0,5.5,0.04,0.0,169.0,0.708,0.287,0.349,1.2,9.0,9.0,9.0,0.0,0.36,15.0,0.0,13.0,0.151,37.0,69.0,1.07,4.0,0.021,6.2,1004.0,17.75,0.0,0.043,1.47,5.0,0.02,0.0,0.053,2.1,0.0,0.8,0.65,0.3,56.17,0.29,0.0
Duck,0.0,0.037,0.081,3.519,0.592,1.507,5.403,1.79,0.172,0.0,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.333,0.313,0.0,0.0,83.333,56.333,0.237,0.0,224.333,6.099,1.962,5.314,0.0,13.667,13.667,13.667,0.0,2.6,0.0,0.0,18.333,5.075,187.333,242.333,20.25,36.667,0.396,18.767,66.0,0.0,0.0,0.265,15.167,36.667,0.367,0.0,0.257,1.933,0.1,0.7,0.0,3.9,63.277,2.12,0.0
Dulce de Leche,0.207,0.211,0.75,2.007,0.163,0.805,1.895,0.288,0.052,0.003,0.017,0.009,0.004,0.0,0.009,0.0,0.176,0.135,0.082,0.0,0.0,251.0,55.35,0.0,14.0,29.0,89.1,0.004,0.0,315.0,2.143,0.375,4.534,0.0,11.0,11.0,11.0,0.0,0.17,0.0,0.0,22.0,0.21,193.0,350.0,6.84,73.0,0.405,2.7,129.0,49.74,0.0,0.016,7.35,74.0,0.31,0.0,0.016,2.6,0.2,0.2,0.0,1.3,28.71,0.79,0.0
Dumpling,0.011,0.015,0.047,0.814,0.005,0.349,1.228,2.97,0.267,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.021,0.008,0.004,0.0,0.0,35.0,29.64,0.0,1.0,4.0,9.6,0.063,0.0,195.0,1.243,3.236,1.316,0.9,100.0,12.0,64.0,52.0,1.26,8.0,0.0,16.0,2.198,79.0,107.0,5.26,3.0,0.222,13.4,474.0,1.75,0.0,0.293,6.14,3.0,0.08,0.0,0.062,5.3,0.0,0.98,0.0,7.9,57.25,0.44,0.0
Edamame,0.0,0.0,0.004,0.437,0.004,0.144,1.265,1.792,0.358,0.0,0.009,0.0,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.91,0.0,175.0,0.0,56.3,0.345,8.0,121.0,1.282,2.156,0.62,5.2,311.0,311.0,311.0,0.0,2.27,1619.0,0.0,64.0,0.915,169.0,436.0,11.91,0.0,0.155,0.8,6.0,2.18,0.0,0.2,5.2,15.0,0.0,0.0,0.1,6.1,0.0,0.68,0.0,26.7,72.77,1.37,0.0
Egg,0.005,0.003,0.059,3.464,0.381,1.2,5.673,1.991,0.132,0.0,0.029,0.249,0.001,0.001,0.005,0.052,0.003,0.001,0.004,0.0,0.0,78.0,1.241,3.455,18.0,644.364,385.273,0.071,13.455,207.273,6.096,2.513,4.783,0.0,64.0,64.0,64.0,0.0,2.64,497.364,0.0,14.0,0.124,239.545,187.455,15.981,185.909,0.613,44.973,184.545,0.705,0.0,0.093,14.923,187.909,1.956,0.0,0.204,0.0,2.609,1.432,0.0,1.227,66.433,1.432,0.0
Egg rolls,0.002,0.002,0.019,0.859,0.056,0.301,1.744,2.306,0.23,0.0,0.023,0.009,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,43.667,29.937,692.0,1621.0,9.333,28.767,0.098,0.0,211.0,1.83,2.561,1.23,2.3,90.333,44.0,71.333,27.0,1.73,225.333,3.333,24.333,2.8,93.667,238.333,8.777,0.667,0.175,17.067,458.333,5.617,0.0,0.253,6.217,164.667,0.083,0.0,0.185,15.733,0.033,0.463,0.0,28.6,52.96,0.623,0.0
Egg substitute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,2.0,0.0,135.0,0.0,2.5,0.022,0.0,48.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,1.98,0.0,0.0,15.0,0.14,72.0,213.0,10.0,0.0,0.386,41.3,199.0,2.0,0.0,0.12,0.0,11.0,0.34,0.0,0.133,0.5,1.6,1.59,0.0,0.2,87.0,0.98,0.0
Eggnog,0.1,0.112,0.401,1.131,0.101,0.511,1.142,0.132,0.059,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.129,0.076,0.044,0.0,0.0,130.0,8.05,0.0,7.0,59.0,52.2,0.013,0.0,88.0,1.302,0.198,2.591,0.0,1.0,1.0,1.0,0.0,0.2,54.0,0.0,19.0,0.105,109.0,165.0,4.55,58.0,0.19,4.2,54.0,8.05,0.0,0.034,4.19,59.0,0.45,0.0,0.05,1.5,1.2,0.21,0.0,0.3,82.54,0.46,0.0
Eggplant,0.0,0.0,0.0,0.052,0.004,0.019,0.03,0.129,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333,8.127,0.0,22.0,0.0,9.4,0.104,0.0,36.333,0.033,0.154,0.073,2.667,18.667,18.667,18.667,0.0,0.417,12.0,0.0,10.333,0.636,16.0,121.333,0.903,0.0,0.042,0.333,559.0,3.843,0.0,0.055,0.37,2.0,0.0,0.0,0.103,1.167,0.0,0.247,0.0,3.367,89.623,0.17,0.0
Endive,0.0,0.0,0.003,0.041,0.0,0.002,0.004,0.075,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,3.35,0.0,1300.0,0.0,16.8,0.099,0.0,17.0,0.004,0.087,0.048,3.1,142.0,142.0,142.0,0.0,0.83,0.0,0.0,15.0,0.4,28.0,314.0,1.25,0.0,0.075,0.2,22.0,0.25,0.0,0.08,0.2,108.0,0.0,0.0,0.02,6.5,0.0,0.44,0.0,231.0,93.79,0.79,0.0
English muffins,0.0,0.042,0.018,0.273,0.018,0.17,0.313,0.617,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,170.5,44.485,0.0,1.0,0.0,14.85,0.142,0.0,225.0,0.332,0.666,0.51,4.05,106.5,39.5,79.0,40.0,3.435,67.0,0.0,30.5,3.713,99.5,147.5,8.785,0.0,0.271,25.8,389.0,2.545,0.0,0.454,1.845,0.0,0.02,0.0,0.07,0.9,0.0,0.38,0.0,1.0,42.93,1.06,0.0
Escarole,0.0,0.0,0.003,0.038,0.0,0.002,0.004,0.069,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,3.07,0.0,1133.0,0.0,15.4,0.087,0.0,19.0,0.004,0.081,0.042,2.8,78.0,78.0,78.0,0.0,0.72,0.0,0.0,13.0,0.312,22.0,245.0,1.15,0.0,0.062,0.2,19.0,0.23,0.0,0.059,0.18,94.0,0.0,0.0,0.016,3.3,0.0,0.4,0.0,211.9,94.29,0.69,0.0
Fast Food,0.146,0.176,0.638,2.785,0.185,1.18,3.488,2.294,0.257,0.004,0.059,0.023,0.004,0.006,0.005,0.001,0.114,0.083,0.058,0.0,0.0,184.545,30.353,0.091,95.909,26.091,24.227,0.108,0.0,285.455,3.817,2.643,5.356,2.255,128.909,37.818,91.455,53.545,2.198,29.0,1814.364,23.636,3.469,221.636,197.455,11.951,65.091,0.207,20.164,676.091,3.248,0.0,0.322,12.892,73.091,0.522,0.0,0.082,1.564,0.0,0.965,0.0,8.764,42.125,1.401,0.0
Fast Foods,0.007,0.007,0.092,2.229,0.457,0.915,4.884,2.335,0.226,0.005,0.078,0.059,0.002,0.006,0.007,0.007,0.002,0.0,0.003,0.0,0.0,43.8,9.896,1.5,16.7,100.8,78.16,0.101,0.2,235.4,5.501,2.723,3.349,0.33,32.8,10.5,23.6,13.3,1.142,17.8,34.7,22.3,6.095,210.0,240.7,20.18,13.4,0.243,26.7,615.9,0.743,0.0,0.132,12.781,15.0,0.463,0.0,0.215,0.27,0.17,0.515,0.0,1.57,54.888,1.321,0.0
Fast food,0.298,3.239,1.048,3.76,0.01,2.95,2.458,1.989,0.205,0.0,0.016,0.004,0.0,0.0,0.0,0.0,0.004,0.031,0.367,0.0,0.0,70.0,42.82,0.0,0.0,2.0,0.8,0.081,0.0,370.0,2.487,2.199,11.803,2.5,121.0,31.0,84.0,53.0,2.76,0.0,0.0,15.0,3.713,474.0,131.0,7.08,18.0,0.303,12.1,979.0,3.88,0.0,0.441,18.92,18.0,0.0,0.0,0.059,0.0,0.0,0.47,0.0,4.5,27.88,0.5,0.0
Fast foods,0.053,0.112,0.29,2.247,0.209,1.148,4.39,2.4,0.222,0.008,0.055,0.033,0.003,0.003,0.005,0.008,0.044,0.028,0.03,0.0,0.0,106.268,23.727,0.915,35.746,55.31,42.383,0.101,2.352,253.732,4.714,2.714,4.088,1.413,72.746,21.507,51.676,30.099,1.851,66.662,221.577,22.127,3.442,177.535,210.775,11.415,32.423,0.222,18.475,537.451,3.753,0.0,0.241,12.727,35.549,0.579,0.0,0.172,1.003,0.22,0.829,0.0,7.552,49.943,1.299,0.0
Fat,0.0,0.333,1.833,22.367,5.3,10.367,36.4,14.6,1.0,0.0,0.467,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.667,108.2,0.0,0.0,900.667,43.133,16.0,36.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,99.867,0.0,0.0,0.0,0.0,0.0,3.433,2.767,0.0,0.0,0.133,0.0,0.0
Fat free ice cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,27.94,0.0,12.0,0.0,23.0,0.03,0.0,129.0,0.0,0.0,0.0,7.4,4.0,4.0,4.0,0.0,0.0,0.0,0.0,9.0,0.074,75.0,196.0,4.41,132.0,0.122,1.9,110.0,8.82,0.0,0.029,0.0,133.0,0.52,0.0,0.029,0.0,0.0,0.0,0.0,0.0,65.52,0.31,0.0
Fennel,0.0,0.0,0.002,0.079,0.002,0.009,0.065,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7.3,0.0,578.0,0.0,13.2,0.066,0.0,31.0,0.068,0.169,0.09,3.1,27.0,27.0,27.0,0.0,0.73,607.0,0.0,17.0,0.64,50.0,414.0,1.24,0.0,0.032,0.7,52.0,3.93,0.0,0.01,0.2,48.0,0.0,0.0,0.047,12.0,0.0,0.58,0.0,62.8,90.21,0.2,0.0
Figs,0.0,0.0,0.002,0.041,0.0,0.011,0.06,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.167,27.577,0.0,26.833,0.0,6.683,0.134,0.0,106.667,0.06,0.13,0.054,3.85,3.667,3.667,3.667,0.0,0.69,13.5,0.0,24.0,0.495,23.333,251.667,1.107,0.0,0.059,0.25,3.0,22.695,0.0,0.037,0.322,2.167,0.0,0.0,0.094,1.767,0.0,0.152,0.0,6.633,70.293,0.213,0.0
Fish,0.001,0.003,0.197,0.849,0.319,0.168,1.081,0.375,0.067,0.051,0.333,0.07,0.313,0.305,0.066,0.501,0.0,0.0,0.0,0.0,0.0,64.321,0.705,0.0,0.547,75.472,87.628,0.077,0.038,141.528,2.067,1.462,1.249,0.03,12.264,12.264,12.264,0.0,1.117,17.094,26.377,38.642,5.121,264.66,332.453,20.939,65.358,0.157,38.751,422.509,0.185,0.0,0.091,5.582,65.415,4.146,0.0,0.294,0.847,6.711,1.29,0.0,1.474,70.812,0.738,0.0
Fish broth,0.0,0.0,0.022,0.089,0.026,0.022,0.06,0.006,0.006,0.0,0.014,0.019,0.095,0.008,0.018,0.101,0.0,0.0,0.0,0.0,0.0,30.0,0.4,0.0,0.0,0.0,9.2,0.051,0.0,16.0,0.108,0.245,0.133,0.0,4.0,4.0,4.0,0.0,0.21,0.0,0.0,1.0,1.37,30.0,86.0,2.0,1.0,0.03,0.7,318.0,0.09,0.0,0.0,0.6,1.0,0.1,0.0,0.01,0.0,0.0,0.15,0.0,0.2,96.0,0.1,0.0
Fluid replacement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.45,0.0,0.0,0.0,0.0,0.01,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,77.0,0.0,0.0,0.0,0.0,101.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.44,0.02,0.0
Focaccia,0.0,0.001,0.001,0.723,0.138,0.12,5.495,0.923,0.072,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.82,0.0,1.0,0.0,2.9,0.091,0.0,249.0,5.67,0.994,0.877,1.8,175.0,84.0,138.0,54.0,3.16,42.0,0.0,20.0,3.67,128.0,114.0,8.77,0.0,0.301,15.9,561.0,1.75,0.0,0.47,7.89,0.0,0.0,0.0,0.113,0.0,0.0,1.42,0.0,5.7,45.91,1.33,0.0
Formulated Bar,0.112,0.8,0.323,1.416,0.038,0.508,4.184,4.667,0.659,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.003,0.013,0.139,0.0,2.0,322.0,38.4,0.0,3901.0,3.0,108.2,0.846,0.0,412.0,4.29,5.326,3.384,7.3,184.0,184.0,184.0,0.0,5.4,0.0,0.0,71.0,1.268,445.0,793.0,30.34,66.0,0.437,9.0,436.0,15.17,29.0,0.176,15.17,391.0,0.61,0.0,0.226,27.9,0.0,4.61,0.0,350.6,12.16,2.39,0.0
Formulated bar,0.084,0.983,0.371,1.109,0.019,0.792,2.616,2.211,0.119,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.017,0.01,0.076,0.0,3.4,449.4,59.024,0.0,2.0,4.2,29.22,0.745,0.0,387.2,2.695,2.35,4.165,9.56,587.2,6.0,348.0,341.8,6.262,13.4,0.0,188.6,21.341,476.2,307.2,18.068,528.2,1.547,14.24,333.8,27.164,30.2,2.615,9.706,528.4,5.04,5.02,1.953,77.02,1.84,11.326,10.856,29.0,9.748,6.342,0.0
Frankfurter,0.015,0.028,0.295,3.153,0.57,1.543,5.819,2.387,0.222,0.001,0.05,0.028,0.001,0.027,0.005,0.001,0.0,0.0,0.001,0.0,0.0,57.625,5.456,0.0,0.0,56.875,57.162,0.148,0.0,226.625,6.653,2.726,5.261,0.5,14.5,13.5,14.125,0.5,1.291,0.0,0.0,13.625,3.198,170.125,257.75,13.595,4.375,0.249,15.138,803.0,1.014,0.0,0.141,16.549,4.375,1.065,0.294,0.163,5.862,0.475,0.509,0.0,0.538,61.705,1.79,0.0
Frog legs,0.0,0.0,0.001,0.054,0.009,0.021,0.044,0.02,0.01,0.0,0.0,0.031,0.014,0.0,0.007,0.02,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,50.0,65.0,0.25,0.0,73.0,0.053,0.102,0.076,0.0,15.0,15.0,15.0,0.0,1.5,0.0,0.0,20.0,1.2,147.0,285.0,16.4,15.0,0.25,14.1,58.0,0.0,0.0,0.14,0.3,15.0,0.4,0.0,0.12,0.0,0.2,1.0,0.0,0.1,81.9,1.0,0.0
Frostings,0.0,0.0,0.062,2.392,0.089,1.82,6.85,4.59,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,65.545,0.0,0.0,0.0,4.6,0.1,0.0,407.5,6.94,5.088,4.25,0.45,4.5,4.5,4.5,0.0,0.79,0.0,0.0,11.0,0.169,48.5,115.0,0.55,0.0,0.16,0.45,183.5,60.4,39.5,0.012,16.915,0.0,0.0,0.0,0.002,0.0,0.0,1.545,0.0,6.5,16.035,0.18,0.0
